subject_id,property_id,object_id,reference_uri,reference_supporting_text,reference_date,property_label,property_description,property_uri
ClinVarVariant:831870,GENO:0000840,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/23453023,19040728",This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
dictyBase:DDB_G0267480,RO:HOM0000020,HGNC:28958,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSCAFG00000009088,RO:HOM0000020,HGNC:28958,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSOANG00000008244,RO:HOM0000020,RGD:1562682,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:18867,RO:HOM0000020,ENSEMBL:ENSACAG00000015565,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000006257,RO:HOM0000020,HGNC:13741,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSOANG00000013738,RO:HOM0000017,WormBase:WBGene00000542,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-070202-9,RO:HOM0000017,ENSEMBL:ENSSSCG00000029131,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSECAG00000019096,RO:HOM0000020,ENSEMBL:ENSACAG00000011077,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000005994,RO:HOM0000020,ENSEMBL:ENSMMUG00000002607,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0001991,RO:HOM0000017,ZFIN:ZDB-GENE-090514-1,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-030131-2963,RO:HOM0000020,ENSEMBL:ENSFCAG00000008311,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-020129-1,RO:0002200,ZP:0001443,https://www.ncbi.nlm.nih.gov/pubmed/24925129,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
EnsemblGenome:AT1G55350,RO:HOM0000017,HGNC:1478,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:3789123,RO:0002200,MP:0008560,https://www.ncbi.nlm.nih.gov/pubmed/19451692,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
WormBase:WBGene00017866,RO:HOM0000020,ENSEMBL:ENSMODG00000014292,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:3798621,RO:0002200,HP:0003750,https://www.ncbi.nlm.nih.gov/pubmed/21893021,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
RGD:621535,RO:HOM0000017,SGD:S000003449,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSGALG00000008544,RO:HOM0000020,ENSEMBL:ENSOANG00000031935,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000024781,RO:HOM0000020,ENSEMBL:ENSGALG00000009069,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:983945,GENO:0000841,MONDO:0010679,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,likely_pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000841
ENSEMBL:ENSGALG00000013207,RO:HOM0000020,ENSEMBL:ENSMMUG00000000690,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000002274,RO:HOM0000020,HGNC:11168,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:2987,RO:HOM0000017,dictyBase:DDB_G0292004,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:2176880,RO:0002200,HP:0011804,https://www.ncbi.nlm.nih.gov/pubmed/9626497,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSECAG00000002155,RO:HOM0000020,ENSEMBL:ENSMMUG00000013778,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-993758,RO:HOM0000017,FlyBase:FBgn0012051,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
Xenbase:XB-GENE-922336,RO:HOM0000017,ENSEMBL:ENSECAG00000026836,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-990415-46,RO:HOM0000017,FlyBase:FBgn0027537,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
Xenbase:XB-GENE-5870147,RO:HOM0000020,MGI:2442474,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSCAFG00000005849,RO:HOM0000020,ENSEMBL:ENSFCAG00000004653,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSOANG00000005169,RO:HOM0000020,ZFIN:ZDB-GENE-070202-9,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:1307033,RO:HOM0000020,Xenbase:XB-GENE-992148,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000016335,RO:HOM0000020,ENSEMBL:ENSBTAG00000006616,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000012999,RO:HOM0000017,FlyBase:FBgn0260450,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSMMUG00000000690,RO:HOM0000020,RGD:1311434,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:2928,RO:0002200,HP:0010864,http://purl.obolibrary.org/obo/MONDO_0019181,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
dictyBase:DDB_G0268632,RO:HOM0000017,FlyBase:FBgn0260003,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSOANG00000004085,RO:HOM0000020,WormBase:WBGene00001179,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000020715,RO:HOM0000020,MGI:101772,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:583518,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
MGI:1857930,RO:0002200,HP:0011025,https://www.ncbi.nlm.nih.gov/pubmed/12505991,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:13740,RO:0002434,HGNC:11169,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:103013,RO:0002200,MP:0008022,https://www.ncbi.nlm.nih.gov/pubmed/21521762,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-070705-302,RO:HOM0000020,ENSEMBL:ENSGALG00000031170,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:2443727,RO:0002200,MP:0011086,https://www.ncbi.nlm.nih.gov/pubmed/21715716,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-070912-197,RO:HOM0000020,ENSEMBL:ENSOANG00000008103,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:232,RO:HOM0000020,ENSEMBL:ENSFCAG00000011140,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-18006552,RO:HOM0000017,FlyBase:FBgn0260450,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSGALG00000011254,RO:HOM0000020,NCBIGene:571757,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:526140,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ZFIN:ZDB-GENE-010426-1,RO:0002200,ZP:0100178,https://www.ncbi.nlm.nih.gov/pubmed/28899790,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSPTRG00000023575,RO:HOM0000020,Xenbase:XB-GENE-950442,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0267487,RO:HOM0000020,Xenbase:XB-GENE-950442,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:1476,RO:0002200,HP:0002936,https://www.ncbi.nlm.nih.gov/pubmed/27153400,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSSSCG00000024781,RO:HOM0000020,ENSEMBL:ENSCAFG00000005335,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:3531484,RO:0002200,MP:0009414,https://www.ncbi.nlm.nih.gov/pubmed/15694376,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSCAFG00000016432,RO:HOM0000017,FlyBase:FBgn0025866,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
dbSNP:rs56979833,RO:0003304,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/30014611,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
ENSEMBL:ENSECAG00000006315,RO:HOM0000020,ENSEMBL:ENSSSCG00000007872,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000011251,RO:HOM0000020,ENSEMBL:ENSPTRG00000014676,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1344392,RO:HOM0000020,ENSEMBL:ENSECAG00000038173,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-5815250,RO:HOM0000020,ENSEMBL:ENSECAG00000007556,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:2176879,RO:0002200,HP:0001288,https://www.ncbi.nlm.nih.gov/pubmed/9288751,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSMMUG00000009660,RO:HOM0000020,MGI:1919541,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:1311525,RO:HOM0000020,ENSEMBL:ENSMMUG00000013778,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:99677,RO:0002200,MP:0001392,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-100824-1,RO:HOM0000017,FlyBase:FBgn0261555,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:1857113,RO:0002200,HP:0012443,https://www.ncbi.nlm.nih.gov/pubmed/17920451,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2685789,RO:HOM0000020,ENSEMBL:ENSFCAG00000005056,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-060421-5204,RO:HOM0000017,MGI:2685789,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
HGNC:1393,RO:HOM0000020,ENSEMBL:ENSPTRG00000021888,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:1309281,RO:HOM0000017,WormBase:WBGene00020721,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSCAFG00000012249,RO:HOM0000020,ENSEMBL:ENSMODG00000010195,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1313259,RO:HOM0000017,dictyBase:DDB_G0287161,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:88263,RO:HOM0000020,RGD:2267,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSBTAG00000008714,RO:HOM0000020,ZFIN:ZDB-GENE-121214-77,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1277151,RO:0002200,MP:0003631,"https://www.ncbi.nlm.nih.gov/pubmed/14585981,16269331,15147505",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSPTRG00000042355,RO:HOM0000020,HGNC:23279,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSBTAG00000004997,RO:HOM0000020,ENSEMBL:ENSGALG00000013207,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:1478,RO:HOM0000020,ZFIN:ZDB-GENE-040426-1263,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:103013,RO:0002200,HP:0012443,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSECAG00000011898,RO:HOM0000020,ENSEMBL:ENSBTAG00000023529,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000050021,RO:HOM0000020,Xenbase:XB-GENE-5870147,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000030251,RO:HOM0000020,ENSEMBL:ENSACAG00000010598,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSOANG00000008788,RO:HOM0000020,ZFIN:ZDB-GENE-070126-1,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSFCAG00000026654,RO:HOM0000020,ZFIN:ZDB-GENE-060503-507,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:2451073,RO:0002200,HP:0030313,https://www.ncbi.nlm.nih.gov/pubmed/24161523,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
dictyBase:DDB_G0269200,RO:HOM0000017,ENSEMBL:ENSGALG00000009360,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-130415-1,RO:HOM0000020,ENSEMBL:ENSOANG00000043468,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1917979,RO:HOM0000020,ENSEMBL:ENSSSCG00000006344,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:94530,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ZFIN:ZDB-GENE-031204-3,RO:HOM0000020,ENSEMBL:ENSOANG00000043403,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00017866,RO:0002434,WormBase:WBGene00001116,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ZFIN:ZDB-GENE-121214-77,RO:HOM0000020,HGNC:17448,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:621535,RO:HOM0000020,ENSEMBL:ENSMMUG00000008618,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:CG2987,RO:HOM0000020,ENSEMBL:ENSMMUG00000000690,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-081024-1,RO:HOM0000017,ENSEMBL:ENSOANG00000043821,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ZFIN:ZDB-GENE-070228-4,RO:HOM0000020,ENSEMBL:ENSACAG00000008061,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000041685,RO:HOM0000020,ENSEMBL:ENSMMUG00000013475,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
